31.12,28.37,34.38,96.51,29.11,663,29.23,29.92,7:5:2
30.91,28.38,34.41,96.51,29.11,660,29.26,29.83,7:5:7
30.79,28.39,34.41,96.37,29.11,661,29.28,29.91,7:5:13
30.84,28.39,34.38,96.41,29.3,681,29.21,31.59,7:5:18
30.92,28.36,34.41,96.51,29.11,693,29.16,31.21,7:5:24
31.13,28.33,34.38,96.48,28.93,698,29.17,32.21,7:5:29
31.4,27.82,34.41,96.37,29.11,709,29.09,31.95,7:5:35
31.48,27.77,34.38,96.66,29.11,711,29.04,31.49,7:5:40
31.47,27.7,34.41,96.48,28.93,723,29.1,31,7:5:46
31.59,27.16,34.38,96.51,28.36,738,29.1,30.94,7:5:51
31.59,27.12,34.38,96.44,28.74,757,29.09,30.42,7:5:57
31.7,27.09,34.38,96.44,28.74,765,29.11,30.3,7:6:2
31.82,27.03,34.41,96.36,28.36,795,28.93,30.24,7:6:8
31.95,26.51,34.38,96.4,28.55,782,28.82,30.32,7:6:13
32.15,26.47,34.41,96.4,28.55,759,28.79,30.48,7:6:19
32.31,26.46,34.38,96.54,28.55,719,28.82,30.66,7:6:24
32.47,26.48,34.38,96.51,28.36,723,28.76,30.79,7:6:30
32.6,26.5,34.38,96.36,28.36,722,28.78,30.94,7:6:35
32.73,26.51,34.41,96.58,28.74,716,28.82,30.9,7:6:41
32.81,26.51,34.41,96.54,28.55,729,28.82,30.71,7:6:46
32.86,26.51,34.41,96.54,28.55,728,28.76,30.74,7:6:52
32.92,26.5,34.38,96.54,28.55,725,28.85,30.65,7:6:57
32.95,26.49,34.38,96.36,28.36,714,28.85,30.62,7:7:3
32.95,26.48,34.38,96.54,28.55,711,28.89,30.52,7:7:8
33.02,26.45,34.34,96.36,28.36,715,28.9,30.43,7:7:14
33.1,26.45,34.41,96.36,28.36,716,28.92,30.49,7:7:20
33.19,26.46,34.38,96.36,28.36,720,28.81,30.59,7:7:25
33.24,26.47,34.38,96.32,28.18,719,28.82,30.66,7:7:31
33.27,26.48,34.38,96.51,28.36,720,28.79,30.68,7:7:36
33.26,26.47,34.38,96.36,28.36,718,28.82,30.59,7:7:42
33.26,26.47,34.38,96.51,28.36,717,28.81,30.54,7:7:47
33.26,26.47,34.38,96.36,28.36,714,28.87,30.45,7:7:53
33.22,26.48,34.38,96.47,28.18,714,28.85,30.43,7:7:58
33.23,26.48,34.34,96.47,28.18,712,28.83,30.42,7:8:4
33.18,26.47,34.38,96.51,28.36,712,28.78,30.53,7:8:9
33.16,26.46,34.41,96.47,28.18,710,28.82,30.51,7:8:15
33.17,26.46,34.41,96.32,28.18,709,28.81,30.47,7:8:20
33.16,26.46,34.38,96.32,28.18,709,28.75,30.48,7:8:26
33.16,26.45,34.38,96.47,28.18,707,28.75,30.54,7:8:31
33.15,26.43,34.38,96.47,28.18,705,28.71,30.5,7:8:37
33.16,26.43,34.38,96.51,28.36,704,28.73,30.49,7:8:42
33.2,26.44,34.41,96.32,28.18,704,28.68,30.56,7:8:48
33.2,26.45,34.41,96.43,27.99,703,28.66,30.61,7:8:53
33.22,26.44,34.41,96.47,28.18,700,28.72,30.56,7:8:59
33.18,26.41,34.41,96.47,28.18,698,28.76,30.48,7:9:4
33.2,26.41,34.38,96.43,27.99,696,28.71,30.44,7:9:10
33.24,26.41,34.38,96.39,27.8,696,28.71,30.44,7:9:15
33.29,26.42,34.44,96.47,28.18,696,28.62,30.54,7:9:21
33.31,26.43,34.41,96.43,27.99,693,28.61,30.66,7:9:26
33.3,26.44,34.38,96.43,27.99,691,28.62,30.69,7:9:32
33.29,26.43,34.38,96.43,27.99,688,28.69,30.62,7:9:38
33.22,26.42,34.41,96.43,27.99,685,28.68,30.5,7:9:43
33.19,26.4,34.38,96.43,27.99,683,28.71,30.42,7:9:49
33.24,26.39,34.38,96.43,27.99,680,28.69,30.4,7:9:54
33.26,25.89,34.41,96.43,27.99,677,28.73,30.4,7:10:0
33.31,25.89,34.41,96.39,27.8,674,28.76,30.36,7:10:5
33.34,25.87,34.38,96.21,27.62,672,28.79,30.33,7:10:11
33.37,25.86,34.38,96.57,27.99,670,28.79,30.26,7:10:16
33.45,25.83,34.38,96.57,27.99,669,28.79,30.23,7:10:22
33.52,25.82,34.41,96.35,27.62,669,28.78,30.23,7:10:27
33.63,25.84,34.41,96.35,27.62,669,28.72,30.25,7:10:33
33.66,25.85,34.41,96.54,27.8,669,28.64,30.38,7:10:38
33.69,25.86,34.41,96.54,27.8,669,28.62,30.48,7:10:44
33.69,25.86,34.38,96.5,27.62,669,28.64,30.5,7:10:49
33.64,25.85,34.38,96.39,27.8,668,28.66,30.44,7:10:55
33.62,25.86,34.41,96.5,27.62,667,28.65,30.38,7:11:0
33.6,25.88,34.41,96.35,27.62,667,28.65,30.38,7:11:6
33.59,25.89,34.38,96.39,27.8,666,28.65,30.38,7:11:11
33.57,26.39,34.44,96.57,27.99,666,28.58,30.42,7:11:17
33.54,26.39,34.41,96.35,27.62,665,28.54,30.49,7:11:22
33.48,26.4,34.41,96.5,27.62,664,28.58,30.52,7:11:28
33.42,26.4,34.38,96.5,27.62,662,28.55,30.54,7:11:33
33.4,26.41,34.41,96.5,27.62,661,28.52,30.52,7:11:39
33.36,26.41,34.38,96.5,27.62,660,28.54,30.58,7:11:44
33.31,26.42,34.38,96.35,27.62,658,28.54,30.53,7:11:50
33.3,26.42,34.38,96.5,27.62,656,28.48,30.59,7:11:56
33.26,26.41,34.38,96.5,27.62,653,28.55,30.56,7:12:1
33.25,26.4,34.41,96.5,27.62,652,28.55,30.52,7:12:7
33.25,26.4,34.41,96.5,27.62,650,28.56,30.57,7:12:12
33.25,26.4,34.41,96.35,27.62,649,28.52,30.59,7:12:18
33.24,26.4,34.38,96.35,27.62,648,28.49,30.58,7:12:23
33.24,26.41,34.38,96.5,27.62,648,28.49,30.6,7:12:29
33.24,26.41,34.38,96.42,27.24,646,28.51,30.56,7:12:34
33.21,26.4,34.34,96.6,27.43,644,28.54,30.58,7:12:40
33.18,26.39,34.34,96.35,27.62,644,28.58,30.54,7:12:45
33.2,25.86,34.41,96.5,27.62,643,28.55,30.45,7:12:51
33.22,25.85,34.34,96.5,27.62,642,28.56,30.45,7:12:56
33.28,25.86,34.38,96.5,27.62,641,28.58,30.46,7:13:2
33.31,25.87,34.38,96.64,27.62,641,28.51,30.43,7:13:7
33.34,25.87,34.41,96.5,27.62,641,28.49,30.48,7:13:13
33.34,25.86,34.38,96.46,27.43,640,28.45,30.47,7:13:18
33.29,25.85,34.41,96.5,27.62,640,28.42,30.45,7:13:24
33.31,25.86,34.44,96.46,27.43,640,28.41,30.53,7:13:29
33.31,25.85,34.34,96.46,27.43,639,28.39,30.49,7:13:35
33.37,25.85,34.41,96.46,27.43,638,28.39,30.6,7:13:40
33.37,25.85,34.38,96.46,27.43,637,28.38,30.64,7:13:46
33.34,25.82,34.38,96.46,27.43,636,28.41,30.58,7:13:51
33.37,25.82,34.38,96.42,27.24,636,28.34,30.43,7:13:57
33.37,25.82,34.38,96.42,27.24,635,28.34,30.49,7:14:2
33.4,25.82,34.38,96.5,27.62,634,28.32,30.55,7:14:8
33.47,25.82,34.38,96.46,27.43,632,28.34,30.59,7:14:14
33.45,25.81,34.38,96.46,27.43,631,28.38,30.53,7:14:19
33.45,25.81,34.38,96.46,27.43,632,28.38,30.49,7:14:25
33.45,25.82,34.41,96.42,27.24,630,28.37,30.43,7:14:30
33.51,25.82,34.38,96.46,27.43,630,28.37,30.45,7:14:36
33.51,25.83,34.38,96.42,27.24,629,28.32,30.44,7:14:41
33.47,25.83,34.38,96.28,27.24,627,28.34,30.4,7:14:47
33.45,25.83,34.38,96.46,27.43,627,28.3,30.46,7:14:52
33.47,25.84,34.38,96.42,27.24,627,28.28,30.47,7:14:58
33.45,25.85,34.38,96.32,27.43,626,28.27,30.54,7:15:3
33.42,25.86,34.38,96.42,27.24,625,28.27,30.54,7:15:9
33.36,25.86,34.38,96.42,27.24,623,28.28,30.58,7:15:14
33.31,25.85,34.38,96.42,27.24,622,28.27,30.57,7:15:20
33.28,25.83,34.41,96.42,27.24,620,28.28,30.58,7:15:25
33.28,25.8,34.38,96.42,27.24,619,28.32,30.56,7:15:31
33.3,25.8,34.38,96.42,27.24,618,28.28,30.44,7:15:36
33.3,25.8,34.38,96.42,27.24,617,28.26,30.36,7:15:42
33.34,25.8,34.38,96.28,27.24,616,28.27,30.42,7:15:47
33.39,25.81,34.38,96.42,27.24,616,28.27,30.56,7:15:53
33.42,25.81,34.38,96.57,27.24,615,28.27,30.56,7:15:58
33.42,25.8,34.38,96.42,27.24,614,28.23,30.52,7:16:4
33.4,25.77,34.38,96.42,27.24,613,28.24,30.51,7:16:9
33.42,25.76,34.38,96.42,27.24,612,28.3,30.38,7:16:15
33.45,25.76,34.38,96.42,27.24,612,28.26,30.36,7:16:20
33.5,25.76,34.38,96.42,27.24,611,28.2,30.47,7:16:26
33.52,25.75,34.41,96.46,27.43,608,28.23,30.51,7:16:32
33.55,25.74,34.38,96.57,27.24,606,28.21,30.42,7:16:37
33.59,25.74,34.38,96.35,26.87,606,28.18,30.39,7:16:43
33.61,25.75,34.41,96.35,26.87,603,28.23,30.37,7:16:48
33.61,25.74,34.44,96.53,27.06,602,28.2,30.45,7:16:54
33.62,25.74,34.38,96.42,27.24,600,28.13,30.57,7:16:59
33.66,25.25,34.41,96.38,27.06,599,28.13,30.56,7:17:5
33.66,25.25,34.38,96.49,26.87,597,28.17,30.65,7:17:10
33.67,25.24,34.41,96.38,27.06,598,28.18,30.56,7:17:16
33.72,25.25,34.38,96.57,27.24,599,28.13,30.51,7:17:21
33.74,25.74,34.38,96.35,26.87,598,28.07,30.56,7:17:27
33.76,25.74,34.38,96.35,26.87,596,28.06,30.58,7:17:32
33.72,25.25,34.38,96.57,27.24,594,28.07,30.62,7:17:38
33.69,25.25,34.41,96.49,26.87,593,28.13,30.57,7:17:43
33.72,25.25,34.41,96.49,26.87,591,28.13,30.47,7:17:49
33.73,25.24,34.41,96.38,27.06,590,28.1,30.51,7:17:54
33.77,25.24,34.41,96.53,27.06,591,28.03,30.54,7:18:0
33.79,25.24,34.41,96.35,26.87,590,28,30.61,7:18:5
33.79,25.24,34.41,96.38,27.06,589,27.99,30.61,7:18:11
33.75,25.24,34.38,96.49,26.87,587,28.04,30.51,7:18:16
33.74,25.23,34.41,96.35,26.87,586,28.01,30.43,7:18:22
33.75,25.24,34.41,96.38,27.06,587,28,30.46,7:18:27
33.75,25.25,34.41,96.38,27.06,585,28,30.53,7:18:33
33.72,25.25,34.38,96.35,26.87,583,27.99,30.56,7:18:38
33.7,25.25,34.41,96.35,26.87,583,28.01,30.59,7:18:44
33.66,25.74,34.41,96.38,27.06,581,28.06,30.57,7:18:50
33.66,25.25,34.38,96.49,26.87,577,28.07,30.5,7:18:55
33.62,25.74,34.41,96.53,27.06,577,28.09,30.45,7:19:1
33.59,25.74,34.38,96.35,26.87,575,28.11,30.42,7:19:6
33.58,25.75,34.41,96.49,26.87,575,28.1,30.44,7:19:12
33.54,25.76,34.38,96.35,26.87,576,28.07,30.39,7:19:17
33.52,25.76,34.41,96.49,26.87,576,28.04,30.46,7:19:23
33.48,25.75,34.41,96.35,26.87,575,28.04,30.52,7:19:28
33.48,25.75,34.38,96.49,26.87,573,28.07,30.5,7:19:34
33.47,25.76,34.41,96.38,27.06,574,28.06,30.51,7:19:39
33.45,25.77,34.41,96.49,26.87,574,28.04,30.49,7:19:45
33.44,25.77,34.41,96.35,26.87,573,27.99,30.5,7:19:50
33.4,25.76,34.41,96.35,26.87,572,27.96,30.5,7:19:56
33.42,25.75,34.38,96.35,26.87,570,27.97,30.52,7:20:1
33.4,25.75,34.38,96.45,26.68,569,27.99,30.5,7:20:7
33.4,25.75,34.41,96.49,26.87,570,27.94,30.53,7:20:12
33.39,25.76,34.38,96.31,26.68,570,27.92,30.57,7:20:18
33.4,25.76,34.41,96.31,26.68,568,27.92,30.56,7:20:23
33.37,25.77,34.41,96.45,26.68,568,27.89,30.6,7:20:29
33.36,25.77,34.38,96.49,26.87,567,27.94,30.63,7:20:34
33.34,25.78,34.41,96.45,26.68,566,27.93,30.54,7:20:40
33.31,25.78,34.38,96.31,26.68,566,27.92,30.58,7:20:45
33.27,25.78,34.41,96.31,26.68,566,27.87,30.61,7:20:51
33.27,25.78,34.38,96.35,26.87,565,27.92,30.66,7:20:56
33.23,25.78,34.38,96.35,26.87,563,27.86,30.61,7:21:2
33.21,25.78,34.38,96.45,26.68,561,27.92,30.62,7:21:8
33.21,25.78,34.41,96.31,26.68,559,27.96,30.62,7:21:13
33.19,25.78,34.38,96.35,26.87,558,27.97,30.58,7:21:19
33.19,25.78,34.41,96.35,26.87,558,27.94,30.57,7:21:24
33.17,25.78,34.41,96.35,26.87,557,27.87,30.57,7:21:30
33.16,25.78,34.38,96.45,26.68,556,27.89,30.64,7:21:35
33.17,25.78,34.38,96.35,26.87,556,27.9,30.58,7:21:41
33.15,25.77,34.41,96.31,26.68,554,27.93,30.59,7:21:46
33.16,25.76,34.41,96.35,26.87,554,27.9,30.58,7:21:52
33.17,25.76,34.38,96.45,26.68,554,27.86,30.61,7:21:57
33.19,25.75,34.38,96.31,26.68,553,27.87,30.6,7:22:3
33.18,25.74,34.38,96.41,26.5,553,27.94,30.6,7:22:8
33.21,25.75,34.41,96.31,26.68,553,27.96,30.57,7:22:14
33.24,25.74,34.38,96.27,26.5,553,27.97,30.58,7:22:19
33.26,25.74,34.38,96.49,26.87,552,27.99,30.49,7:22:25
33.31,25.75,34.41,96.41,26.5,552,27.94,30.53,7:22:30
33.3,25.74,34.41,96.31,26.68,552,27.9,30.51,7:22:36
33.31,25.25,34.38,96.49,26.87,551,27.94,30.57,7:22:41
33.34,25.25,34.41,96.49,26.87,550,27.92,30.58,7:22:47
33.34,25.74,34.41,96.31,26.68,550,27.9,30.57,7:22:52
33.36,25.74,34.41,96.49,26.87,550,27.87,30.57,7:22:58
33.36,25.74,34.41,96.45,26.68,550,27.9,30.6,7:23:3
33.36,25.74,34.38,96.31,26.68,549,27.92,30.6,7:23:9
33.33,25.24,34.38,96.31,26.68,549,27.93,30.59,7:23:14
33.31,25.24,34.41,96.31,26.68,548,27.92,30.57,7:23:20
33.34,25.25,34.38,96.41,26.5,548,27.89,30.55,7:23:26
33.33,25.25,34.41,96.35,26.87,548,27.86,30.48,7:23:31
33.36,25.74,34.34,96.45,26.68,547,27.87,30.55,7:23:37
33.36,25.74,34.38,96.49,26.87,545,27.86,30.61,7:23:42
33.3,25.74,34.38,96.45,26.68,544,27.89,30.58,7:23:48
33.29,25.24,34.41,96.45,26.68,543,27.9,30.48,7:23:53
33.29,25.24,34.38,96.27,26.5,542,27.93,30.53,7:23:59
33.31,25.24,34.38,96.31,26.68,540,27.93,30.44,7:24:4
33.34,25.24,34.41,96.45,26.68,540,28,30.49,7:24:10
33.37,25.25,34.38,96.45,26.68,539,27.99,30.43,7:24:15
33.37,25.24,34.41,96.45,26.68,540,27.96,30.49,7:24:21
33.34,25.24,34.41,96.49,26.87,540,27.93,30.42,7:24:26
33.34,25.24,34.38,96.27,26.5,541,27.92,30.42,7:24:32
33.34,25.24,34.41,96.41,26.5,541,27.93,30.44,7:24:37
33.36,25.23,34.38,96.41,26.5,541,27.97,30.41,7:24:43
33.39,25.24,34.38,96.27,26.5,541,27.97,30.37,7:24:48
33.37,25.24,34.41,96.49,26.87,541,27.92,30.42,7:24:54
33.37,25.25,34.41,96.27,26.5,541,27.9,30.43,7:24:59
33.37,25.74,34.44,96.41,26.5,542,27.86,30.45,7:25:5
33.36,25.25,34.41,96.41,26.5,540,27.86,30.51,7:25:10
33.33,25.24,34.41,96.41,26.5,539,27.89,30.54,7:25:16
33.33,25.25,34.41,96.41,26.5,539,27.87,30.55,7:25:21
33.33,25.24,34.41,96.41,26.5,538,27.87,30.55,7:25:27
33.3,25.23,34.38,96.45,26.68,537,27.87,30.49,7:25:32
33.3,25.23,34.41,96.41,26.5,537,27.8,30.53,7:25:38
33.36,25.22,34.41,96.41,26.5,537,27.8,30.53,7:25:44
33.37,25.23,34.41,96.41,26.5,536,27.8,30.65,7:25:49
33.42,25.22,34.38,96.41,26.5,534,27.79,30.6,7:25:55
33.39,25.22,34.41,96.27,26.5,533,27.82,30.58,7:26:0
33.37,25.21,34.38,96.27,26.5,532,27.84,30.56,7:26:6
33.4,25.2,34.38,96.38,26.31,531,27.84,30.51,7:26:11
33.4,25.18,34.38,96.27,26.5,529,27.89,30.42,7:26:17
33.44,25.17,34.38,96.38,26.31,528,27.94,30.41,7:26:22
33.49,25.17,34.38,96.38,26.31,527,27.92,30.27,7:26:28
33.51,25.16,34.38,96.41,26.5,526,27.93,30.29,7:26:33
33.54,25.16,34.38,96.38,26.31,528,27.86,30.3,7:26:39
33.57,25.16,34.41,96.38,26.31,528,27.84,30.36,7:26:44
33.62,25.17,34.44,96.52,26.31,528,27.84,30.34,7:26:50
33.65,25.18,34.38,96.41,26.5,529,27.82,30.43,7:26:55
33.66,25.17,34.41,96.41,26.5,529,27.77,30.51,7:27:1
33.65,25.18,34.41,96.41,26.5,528,27.76,30.51,7:27:6
33.62,25.17,34.38,96.56,26.5,528,27.77,30.53,7:27:12
33.62,25.17,34.41,96.41,26.5,527,27.77,30.5,7:27:17
33.6,25.15,34.41,96.56,26.5,526,27.8,30.38,7:27:23
33.61,25.14,34.38,96.56,26.5,525,27.83,30.31,7:27:28
33.61,25.12,34.41,96.41,26.5,525,27.79,30.29,7:27:34
33.65,25.11,34.38,96.38,26.31,525,27.73,30.26,7:27:39
33.75,25.11,34.38,96.52,26.31,526,27.72,30.33,7:27:45
33.79,25.12,34.41,96.41,26.5,526,27.66,30.52,7:27:50
33.84,25.13,34.41,96.41,26.5,525,27.65,30.5,7:27:56
33.87,25.14,34.41,96.27,26.5,523,27.58,30.56,7:28:2
33.9,25.14,34.41,96.48,26.12,522,27.56,30.62,7:28:7
33.91,25.15,34.41,96.38,26.31,520,27.52,30.64,7:28:13
33.86,25.14,34.38,96.23,26.31,518,27.44,30.68,7:28:18
33.84,25.14,34.34,96.38,26.31,516,27.45,30.69,7:28:24
33.8,25.14,34.41,96.66,26.31,515,27.51,30.63,7:28:29
